7 179404
Pa Pb Da Db BDa BDb ES
123 123 1 1 0 0 54
121 123 1 0 0 1 54
122 123 1 0 0 1 53
124 123 1 1 0 0 53
125 123 1 1 0 0 52
123 123 1 0 0 1 52
123 122 1 0 0 1 53
125 122 1 1 0 0 53
125 121 1 1 0 0 54
123 121 1 0 0 1 54
123 120 1 0 0 1 55
125 120 1 1 0 0 55
125 119 1 1 0 0 56
123 119 1 0 0 1 56
123 118 1 0 0 1 57
125 118 1 1 0 0 57
125 117 1 1 0 0 58
123 117 1 0 0 1 58
123 116 1 0 0 1 59
125 116 1 1 0 0 59
125 115 1 1 0 0 60
123 115 1 0 0 1 60
123 114 1 0 0 1 61
125 114 1 1 0 0 61
125 113 1 1 0 0 62
123 113 1 0 0 1 62
123 112 1 0 0 1 63
125 112 1 1 0 0 63
125 111 1 1 0 0 64
123 111 1 0 0 1 64
123 110 1 0 0 1 65
125 110 1 1 0 0 65
125 109 1 1 0 0 66
123 109 1 0 0 1 66
123 108 1 0 0 1 67
125 108 1 1 0 0 67
125 107 1 1 0 0 68
123 107 1 0 0 1 68
123 106 1 0 0 1 69
125 106 1 1 0 0 69
125 105 1 1 0 0 70
123 105 1 0 0 1 70
123 104 1 0 0 1 71
125 104 1 1 0 0 71
125 103 1 1 0 0 72
123 103 1 0 0 1 72
123 102 1 0 0 1 73
125 102 1 1 0 0 73
125 101 1 1 0 0 74
123 101 1 0 0 1 74
123 100 1 0 0 1 75
125 100 1 1 0 0 75
125 99 1 1 0 0 76
123 99 1 0 0 1 76
123 98 1 0 0 1 77
125 98 1 1 0 0 77
125 97 1 1 0 0 78
123 97 1 0 0 1 78
123 96 1 0 0 1 79
125 96 1 1 0 0 79
125 95 1 1 0 0 80
123 95 1 0 0 1 80
123 94 1 0 0 1 81
125 94 1 1 0 0 81
125 93 1 1 0 0 82
123 93 1 0 0 1 82
123 92 1 0 0 1 83
125 92 1 1 0 0 83
125 91 1 1 0 0 84
123 91 1 0 0 1 84
123 90 1 0 0 1 85
125 90 1 1 0 0 85
125 89 1 1 0 0 86
123 89 1 0 0 1 86
123 88 1 0 0 1 87
125 88 1 1 0 0 87
125 87 1 1 0 0 88
123 87 1 0 0 1 88
123 86 1 0 0 1 89
125 86 1 1 0 0 89
125 85 1 1 0 0 90
123 85 1 0 0 1 90
123 84 1 0 0 1 91
125 84 1 1 0 0 91
125 83 1 1 0 0 92
123 83 1 0 0 1 92
123 82 1 0 0 1 93
125 82 1 1 0 0 93
125 81 1 1 0 0 94
123 81 1 0 0 1 94
123 80 1 0 0 1 95
125 80 1 1 0 0 95
125 79 1 1 0 0 96
123 79 1 0 0 1 96
123 78 1 0 0 1 97
125 78 1 1 0 0 97
125 77 1 1 0 0 98
123 77 1 0 0 1 98
123 76 1 0 0 1 99
125 76 1 1 0 0 99
125 75 1 1 0 0 100
123 75 1 0 0 1 100
123 74 1 0 0 1 101
125 74 1 1 0 0 101
125 73 1 1 0 0 102
123 73 1 0 0 1 102
123 72 1 0 0 1 103
125 72 1 1 0 0 103
125 71 1 1 0 0 104
123 71 1 0 0 1 104
123 70 1 0 0 1 105
125 70 1 1 0 0 105
125 69 1 1 0 0 106
123 69 1 0 0 1 106
123 68 1 0 0 1 107
125 68 1 1 0 0 107
125 67 1 1 0 0 108
123 67 1 0 0 1 108
123 66 1 0 0 1 109
125 66 1 1 0 0 109
125 65 1 1 0 0 110
123 65 1 0 0 1 110
123 64 1 0 0 1 111
125 64 1 1 0 0 111
125 63 1 1 0 0 112
123 63 1 0 0 1 112
123 62 1 0 0 1 113
125 62 1 1 0 0 113
125 61 1 1 0 0 114
123 61 1 0 0 1 114
123 60 1 0 0 1 115
125 60 1 1 0 0 115
125 59 1 1 0 0 116
123 59 1 0 0 1 116
123 58 1 0 0 1 117
125 58 1 1 0 0 117
125 57 1 1 0 0 118
123 57 1 0 0 1 118
123 56 1 0 0 1 119
125 56 1 1 0 0 119
125 55 1 1 0 0 120
123 55 1 0 0 1 120
123 54 1 0 0 1 121
125 54 1 1 0 0 121
125 53 1 1 0 0 122
123 53 1 0 0 1 122
123 52 1 0 0 1 123
125 52 1 1 0 0 123
125 51 1 1 0 0 124
123 51 1 0 0 1 124
123 50 1 0 0 1 125
125 50 1 1 0 0 125
125 49 1 1 0 0 126
123 49 1 0 0 1 126
123 48 1 0 0 1 127
125 48 1 1 0 0 127
125 47 1 1 0 0 128
123 47 1 0 0 1 128
123 46 1 0 0 1 129
125 46 1 1 0 0 129
125 45 1 1 0 0 130
123 45 1 0 0 1 130
123 44 1 0 0 1 131
125 44 1 1 0 0 131
125 43 1 1 0 0 132
123 43 1 0 0 1 132
123 42 1 0 0 1 133
125 42 1 1 0 0 133
125 41 1 1 0 0 134
123 41 1 0 0 1 134
123 40 1 0 0 1 135
125 40 1 1 0 0 135
125 39 1 1 0 0 136
123 39 1 0 0 1 136
123 38 1 0 0 1 137
125 38 1 1 0 0 137
125 37 1 1 0 0 138
123 37 1 0 0 1 138
123 36 1 0 0 1 139
125 36 1 1 0 0 139
125 35 1 1 0 0 140
123 35 1 0 0 1 140
123 34 1 0 0 1 141
125 34 1 1 0 0 141
125 33 1 1 0 0 142
123 33 1 0 0 1 142
123 32 1 0 0 1 143
125 32 1 1 0 0 143
125 31 1 1 0 0 144
123 31 1 0 0 1 144
123 30 1 0 0 1 145
125 30 1 1 0 0 145
125 29 1 1 0 0 146
123 29 1 0 0 1 146
123 28 1 0 0 1 147
125 28 1 1 0 0 147
125 27 1 1 0 0 148
123 27 1 0 0 1 148
123 26 1 0 0 1 149
125 26 1 1 0 0 149
125 25 1 1 0 0 150
123 25 1 0 0 1 150
123 24 1 0 0 1 151
125 24 1 1 0 0 151
125 23 1 1 0 0 152
123 23 1 0 0 1 152
123 22 1 0 0 1 153
125 22 1 1 0 0 153
125 21 1 1 0 0 154
123 21 1 0 0 1 154
123 20 1 0 0 1 155
125 20 1 1 0 0 155
125 19 1 1 0 0 156
123 19 1 0 0 1 156
123 18 1 0 0 1 157
125 18 1 1 0 0 157
125 17 1 1 0 0 158
123 17 1 0 0 1 158
123 16 1 0 0 1 159
125 16 1 1 0 0 159
125 15 1 1 0 0 160
123 15 1 0 0 1 160
123 14 1 0 0 1 161
125 14 1 1 0 0 161
125 13 1 1 0 0 162
123 13 1 0 0 1 162
123 12 1 0 0 1 163
125 12 1 1 0 0 163
125 11 1 1 0 0 164
123 11 1 0 0 1 164
123 10 1 0 0 1 165
125 10 1 1 0 0 165
125 9 1 1 0 0 166
123 9 1 0 0 1 166
123 8 1 0 0 1 167
125 8 1 1 0 0 167
125 7 1 1 0 0 168
123 7 1 0 0 1 168
123 6 1 0 0 1 169
125 6 1 1 0 0 169
125 5 1 1 0 0 170
123 5 1 0 0 1 170
123 4 1 0 0 1 171
125 4 1 1 0 0 171
125 3 1 1 0 0 172
123 3 1 0 0 1 172
123 2 1 0 0 1 173
125 2 1 1 0 0 173
125 0 0 1 1 0 173
123 0 0 0 1 1 173
125 1 0 1 1 0 172
123 1 0 0 1 1 172
125 2 0 1 1 0 171
123 2 0 0 1 1 171
125 3 0 1 1 0 170
123 3 0 0 1 1 170
125 4 0 1 1 0 169
123 4 0 0 1 1 169
125 5 0 1 1 0 168
123 5 0 0 1 1 168
125 6 0 1 1 0 167
123 6 0 0 1 1 167
125 7 0 1 1 0 166
123 7 0 0 1 1 166
125 8 0 1 1 0 165
123 8 0 0 1 1 165
125 9 0 1 1 0 164
123 9 0 0 1 1 164
125 10 0 1 1 0 163
123 10 0 0 1 1 163
125 11 0 1 1 0 162
123 11 0 0 1 1 162
125 12 0 1 1 0 161
123 12 0 0 1 1 161
125 13 0 1 1 0 160
123 13 0 0 1 1 160
125 14 0 1 1 0 159
123 14 0 0 1 1 159
125 15 0 1 1 0 158
123 15 0 0 1 1 158
125 16 0 1 1 0 157
123 16 0 0 1 1 157
125 17 0 1 1 0 156
123 17 0 0 1 1 156
125 18 0 1 1 0 155
123 18 0 0 1 1 155
125 19 0 1 1 0 154
123 19 0 0 1 1 154
125 20 0 1 1 0 153
123 20 0 0 1 1 153
125 21 0 1 1 0 152
123 21 0 0 1 1 152
125 22 0 1 1 0 151
123 22 0 0 1 1 151
125 23 0 1 1 0 150
123 23 0 0 1 1 150
125 24 0 1 1 0 149
123 24 0 0 1 1 149
125 25 0 1 1 0 148
123 25 0 0 1 1 148
125 26 0 1 1 0 147
123 26 0 0 1 1 147
125 27 0 1 1 0 146
123 27 0 0 1 1 146
125 28 0 1 1 0 145
123 28 0 0 1 1 145
125 29 0 1 1 0 144
123 29 0 0 1 1 144
125 30 0 1 1 0 143
123 30 0 0 1 1 143
125 31 0 1 1 0 142
123 31 0 0 1 1 142
125 32 0 1 1 0 141
123 32 0 0 1 1 141
125 33 0 1 1 0 140
123 33 0 0 1 1 140
125 34 0 1 1 0 139
123 34 0 0 1 1 139
125 35 0 1 1 0 138
123 35 0 0 1 1 138
125 36 0 1 1 0 137
123 36 0 0 1 1 137
125 37 0 1 1 0 136
123 37 0 0 1 1 136
125 38 0 1 1 0 135
123 38 0 0 1 1 135
125 39 0 1 1 0 134
123 39 0 0 1 1 134
125 40 0 1 1 0 133
123 40 0 0 1 1 133
125 41 0 1 1 0 132
123 41 0 0 1 1 132
125 42 0 1 1 0 131
123 42 0 0 1 1 131
125 43 0 1 1 0 130
123 43 0 0 1 1 130
125 44 0 1 1 0 129
123 44 0 0 1 1 129
125 45 0 1 1 0 128
123 45 0 0 1 1 128
125 46 0 1 1 0 127
123 46 0 0 1 1 127
125 47 0 1 1 0 126
123 47 0 0 1 1 126
125 48 0 1 1 0 125
123 48 0 0 1 1 125
125 49 0 1 1 0 124
123 49 0 0 1 1 124
125 50 0 1 1 0 123
123 50 0 0 1 1 123
125 51 0 1 1 0 122
123 51 0 0 1 1 122
125 52 0 1 1 0 121
123 52 0 0 1 1 121
125 53 0 1 1 0 120
123 53 0 0 1 1 120
125 54 0 1 1 0 119
123 54 0 0 1 1 119
125 55 0 1 1 0 118
123 55 0 0 1 1 118
125 56 0 1 1 0 117
123 56 0 0 1 1 117
125 57 0 1 1 0 116
123 57 0 0 1 1 116
125 58 0 1 1 0 115
123 58 0 0 1 1 115
125 59 0 1 1 0 114
123 59 0 0 1 1 114
125 60 0 1 1 0 113
123 60 0 0 1 1 113
125 61 0 1 1 0 112
123 61 0 0 1 1 112
125 62 0 1 1 0 111
123 62 0 0 1 1 111
125 63 0 1 1 0 110
123 63 0 0 1 1 110
125 64 0 1 1 0 109
123 64 0 0 1 1 109
125 65 0 1 1 0 108
123 65 0 0 1 1 108
125 66 0 1 1 0 107
123 66 0 0 1 1 107
125 67 0 1 1 0 106
123 67 0 0 1 1 106
125 68 0 1 1 0 105
123 68 0 0 1 1 105
125 69 0 1 1 0 104
123 69 0 0 1 1 104
125 70 0 1 1 0 103
123 70 0 0 1 1 103
125 71 0 1 1 0 102
123 71 0 0 1 1 102
125 72 0 1 1 0 101
123 72 0 0 1 1 101
125 73 0 1 1 0 100
123 73 0 0 1 1 100
125 74 0 1 1 0 99
123 74 0 0 1 1 99
125 75 0 1 1 0 98
123 75 0 0 1 1 98
125 76 0 1 1 0 97
123 76 0 0 1 1 97
125 77 0 1 1 0 96
123 77 0 0 1 1 96
125 78 0 1 1 0 95
123 78 0 0 1 1 95
125 79 0 1 1 0 94
123 79 0 0 1 1 94
125 80 0 1 1 0 93
123 80 0 0 1 1 93
125 81 0 1 1 0 92
123 81 0 0 1 1 92
125 82 0 1 1 0 91
123 82 0 0 1 1 91
125 83 0 1 1 0 90
123 83 0 0 1 1 90
125 84 0 1 1 0 89
123 84 0 0 1 1 89
125 85 0 1 1 0 88
123 85 0 0 1 1 88
125 86 0 1 1 0 87
123 86 0 0 1 1 87
125 87 0 1 1 0 86
123 87 0 0 1 1 86
125 88 0 1 1 0 85
123 88 0 0 1 1 85
125 89 0 1 1 0 84
123 89 0 0 1 1 84
125 90 0 1 1 0 83
123 90 0 0 1 1 83
125 91 0 1 1 0 82
123 91 0 0 1 1 82
125 92 0 1 1 0 81
123 92 0 0 1 1 81
125 93 0 1 1 0 80
123 93 0 0 1 1 80
125 94 0 1 1 0 79
123 94 0 0 1 1 79
125 95 0 1 1 0 78
123 95 0 0 1 1 78
125 96 0 1 1 0 77
123 96 0 0 1 1 77
125 97 0 1 1 0 76
123 97 0 0 1 1 76
125 98 0 1 1 0 75
123 98 0 0 1 1 75
125 99 0 1 1 0 74
123 99 0 0 1 1 74
125 100 0 1 1 0 73
123 100 0 0 1 1 73
125 101 0 1 1 0 72
123 101 0 0 1 1 72
125 102 0 1 1 0 71
123 102 0 0 1 1 71
125 103 0 1 1 0 70
123 103 0 0 1 1 70
125 104 0 1 1 0 69
123 104 0 0 1 1 69
125 105 0 1 1 0 68
123 105 0 0 1 1 68
125 106 0 1 1 0 67
123 106 0 0 1 1 67
125 107 0 1 1 0 66
123 107 0 0 1 1 66
125 108 0 1 1 0 65
123 108 0 0 1 1 65
125 109 0 1 1 0 64
123 109 0 0 1 1 64
125 110 0 1 1 0 63
123 110 0 0 1 1 63
125 111 0 1 1 0 62
123 111 0 0 1 1 62
125 112 0 1 1 0 61
123 112 0 0 1 1 61
125 113 0 1 1 0 60
123 113 0 0 1 1 60
125 114 0 1 1 0 59
123 114 0 0 1 1 59
125 115 0 1 1 0 58
123 115 0 0 1 1 58
125 116 0 1 1 0 57
123 116 0 0 1 1 57
125 117 0 1 1 0 56
123 117 0 0 1 1 56
125 118 0 1 1 0 55
123 118 0 0 1 1 55
125 119 0 1 1 0 54
123 119 0 0 1 1 54
125 120 0 1 1 0 53
123 120 0 0 1 1 53
125 121 0 1 1 0 52
123 121 0 0 1 1 52
125 122 0 1 1 0 51
123 122 0 0 1 1 51
122 122 0 0 1 1 52
124 122 0 1 1 0 52
123 122 0 1 1 0 53
121 122 0 0 1 1 53
120 122 0 0 1 1 54
122 122 0 1 1 0 54
121 122 0 1 1 0 55
119 122 0 0 1 1 55
118 122 0 0 1 1 56
120 122 0 1 1 0 56
119 122 0 1 1 0 57
117 122 0 0 1 1 57
116 122 0 0 1 1 58
118 122 0 1 1 0 58
117 122 0 1 1 0 59
115 122 0 0 1 1 59
114 122 0 0 1 1 60
116 122 0 1 1 0 60
115 122 0 1 1 0 61
113 122 0 0 1 1 61
112 122 0 0 1 1 62
114 122 0 1 1 0 62
113 122 0 1 1 0 63
111 122 0 0 1 1 63
110 122 0 0 1 1 64
112 122 0 1 1 0 64
111 122 0 1 1 0 65
109 122 0 0 1 1 65
108 122 0 0 1 1 66
110 122 0 1 1 0 66
109 122 0 1 1 0 67
107 122 0 0 1 1 67
106 122 0 0 1 1 68
108 122 0 1 1 0 68
107 122 0 1 1 0 69
105 122 0 0 1 1 69
104 122 0 0 1 1 70
106 122 0 1 1 0 70
105 122 0 1 1 0 71
103 122 0 0 1 1 71
102 122 0 0 1 1 72
104 122 0 1 1 0 72
103 122 0 1 1 0 73
101 122 0 0 1 1 73
100 122 0 0 1 1 74
102 122 0 1 1 0 74
101 122 0 1 1 0 75
99 122 0 0 1 1 75
98 122 0 0 1 1 76
100 122 0 1 1 0 76
99 122 0 1 1 0 77
97 122 0 0 1 1 77
96 122 0 0 1 1 78
98 122 0 1 1 0 78
97 122 0 1 1 0 79
95 122 0 0 1 1 79
94 122 0 0 1 1 80
96 122 0 1 1 0 80
95 122 0 1 1 0 81
93 122 0 0 1 1 81
92 122 0 0 1 1 82
94 122 0 1 1 0 82
93 122 0 1 1 0 83
91 122 0 0 1 1 83
90 122 0 0 1 1 84
92 122 0 1 1 0 84
91 122 0 1 1 0 85
89 122 0 0 1 1 85
88 122 0 0 1 1 86
90 122 0 1 1 0 86
89 122 0 1 1 0 87
87 122 0 0 1 1 87
86 122 0 0 1 1 88
88 122 0 1 1 0 88
87 122 0 1 1 0 89
85 122 0 0 1 1 89
84 122 0 0 1 1 90
86 122 0 1 1 0 90
85 122 0 1 1 0 91
83 122 0 0 1 1 91
82 122 0 0 1 1 92
84 122 0 1 1 0 92
83 122 0 1 1 0 93
81 122 0 0 1 1 93
80 122 0 0 1 1 94
82 122 0 1 1 0 94
81 122 0 1 1 0 95
79 122 0 0 1 1 95
78 122 0 0 1 1 96
80 122 0 1 1 0 96
79 122 0 1 1 0 97
77 122 0 0 1 1 97
76 122 0 0 1 1 98
78 122 0 1 1 0 98
77 122 0 1 1 0 99
75 122 0 0 1 1 99
74 122 0 0 1 1 100
76 122 0 1 1 0 100
75 122 0 1 1 0 101
73 122 0 0 1 1 101
72 122 0 0 1 1 102
74 122 0 1 1 0 102
73 122 0 1 1 0 103
71 122 0 0 1 1 103
70 122 0 0 1 1 104
72 122 0 1 1 0 104
71 122 0 1 1 0 105
69 122 0 0 1 1 105
68 122 0 0 1 1 106
70 122 0 1 1 0 106
69 122 0 1 1 0 107
67 122 0 0 1 1 107
66 122 0 0 1 1 108
68 122 0 1 1 0 108
67 122 0 1 1 0 109
65 122 0 0 1 1 109
64 122 0 0 1 1 110
66 122 0 1 1 0 110
65 122 0 1 1 0 111
63 122 0 0 1 1 111
62 122 0 0 1 1 112
64 122 0 1 1 0 112
63 122 0 1 1 0 113
61 122 0 0 1 1 113
60 122 0 0 1 1 114
62 122 0 1 1 0 114
61 122 0 1 1 0 115
59 122 0 0 1 1 115
58 122 0 0 1 1 116
60 122 0 1 1 0 116
59 122 0 1 1 0 117
57 122 0 0 1 1 117
56 122 0 0 1 1 118
58 122 0 1 1 0 118
57 122 0 1 1 0 119
55 122 0 0 1 1 119
54 122 0 0 1 1 120
56 122 0 1 1 0 120
55 122 0 1 1 0 121
53 122 0 0 1 1 121
52 122 0 0 1 1 122
54 122 0 1 1 0 122
53 122 0 1 1 0 123
51 122 0 0 1 1 123
50 122 0 0 1 1 124
52 122 0 1 1 0 124
51 122 0 1 1 0 125
49 122 0 0 1 1 125
48 122 0 0 1 1 126
50 122 0 1 1 0 126
49 122 0 1 1 0 127
47 122 0 0 1 1 127
46 122 0 0 1 1 128
48 122 0 1 1 0 128
47 122 0 1 1 0 129
45 122 0 0 1 1 129
44 122 0 0 1 1 130
46 122 0 1 1 0 130
45 122 0 1 1 0 131
43 122 0 0 1 1 131
42 122 0 0 1 1 132
44 122 0 1 1 0 132
43 122 0 1 1 0 133
41 122 0 0 1 1 133
40 122 0 0 1 1 134
42 122 0 1 1 0 134
41 122 0 1 1 0 135
39 122 0 0 1 1 135
38 122 0 0 1 1 136
40 122 0 1 1 0 136
39 122 0 1 1 0 137
37 122 0 0 1 1 137
36 122 0 0 1 1 138
38 122 0 1 1 0 138
37 122 0 1 1 0 139
35 122 0 0 1 1 139
34 122 0 0 1 1 140
36 122 0 1 1 0 140
35 122 0 1 1 0 141
33 122 0 0 1 1 141
32 122 0 0 1 1 142
34 122 0 1 1 0 142
33 122 0 1 1 0 143
31 122 0 0 1 1 143
30 122 0 0 1 1 144
32 122 0 1 1 0 144
31 122 0 1 1 0 145
29 122 0 0 1 1 145
28 122 0 0 1 1 146
30 122 0 1 1 0 146
29 122 0 1 1 0 147
27 122 0 0 1 1 147
26 122 0 0 1 1 148
28 122 0 1 1 0 148
27 122 0 1 1 0 149
25 122 0 0 1 1 149
24 122 0 0 1 1 150
26 122 0 1 1 0 150
25 122 0 1 1 0 151
23 122 0 0 1 1 151
22 122 0 0 1 1 152
24 122 0 1 1 0 152
23 122 0 1 1 0 153
21 122 0 0 1 1 153
20 122 0 0 1 1 154
22 122 0 1 1 0 154
21 122 0 1 1 0 155
19 122 0 0 1 1 155
18 122 0 0 1 1 156
20 122 0 1 1 0 156
19 122 0 1 1 0 157
17 122 0 0 1 1 157
16 122 0 0 1 1 158
18 122 0 1 1 0 158
17 122 0 1 1 0 159
15 122 0 0 1 1 159
14 122 0 0 1 1 160
16 122 0 1 1 0 160
15 122 0 1 1 0 161
13 122 0 0 1 1 161
12 122 0 0 1 1 162
14 122 0 1 1 0 162
13 122 0 1 1 0 163
11 122 0 0 1 1 163
10 122 0 0 1 1 164
12 122 0 1 1 0 164
11 122 0 1 1 0 165
9 122 0 0 1 1 165
8 122 0 0 1 1 166
10 122 0 1 1 0 166
9 122 0 1 1 0 167
7 122 0 0 1 1 167
6 122 0 0 1 1 168
8 122 0 1 1 0 168
7 122 0 1 1 0 169
5 122 0 0 1 1 169
4 122 0 0 1 1 170
6 122 0 1 1 0 170
5 122 0 1 1 0 171
3 122 0 0 1 1 171
2 122 0 0 1 1 172
4 122 0 1 1 0 172
4 124 1 1 0 0 172
2 124 1 0 0 1 172
3 124 1 0 0 1 171
5 124 1 1 0 0 171
6 124 1 1 0 0 170
4 124 1 0 0 1 170
5 124 1 0 0 1 169
7 124 1 1 0 0 169
8 124 1 1 0 0 168
6 124 1 0 0 1 168
7 124 1 0 0 1 167
9 124 1 1 0 0 167
10 124 1 1 0 0 166
8 124 1 0 0 1 166
9 124 1 0 0 1 165
11 124 1 1 0 0 165
12 124 1 1 0 0 164
10 124 1 0 0 1 164
11 124 1 0 0 1 163
13 124 1 1 0 0 163
14 124 1 1 0 0 162
12 124 1 0 0 1 162
13 124 1 0 0 1 161
15 124 1 1 0 0 161
16 124 1 1 0 0 160
14 124 1 0 0 1 160
15 124 1 0 0 1 159
17 124 1 1 0 0 159
18 124 1 1 0 0 158
16 124 1 0 0 1 158
17 124 1 0 0 1 157
19 124 1 1 0 0 157
20 124 1 1 0 0 156
18 124 1 0 0 1 156
19 124 1 0 0 1 155
21 124 1 1 0 0 155
22 124 1 1 0 0 154
20 124 1 0 0 1 154
21 124 1 0 0 1 153
23 124 1 1 0 0 153
24 124 1 1 0 0 152
22 124 1 0 0 1 152
23 124 1 0 0 1 151
25 124 1 1 0 0 151
26 124 1 1 0 0 150
24 124 1 0 0 1 150
25 124 1 0 0 1 149
27 124 1 1 0 0 149
28 124 1 1 0 0 148
26 124 1 0 0 1 148
27 124 1 0 0 1 147
29 124 1 1 0 0 147
30 124 1 1 0 0 146
28 124 1 0 0 1 146
29 124 1 0 0 1 145
31 124 1 1 0 0 145
32 124 1 1 0 0 144
30 124 1 0 0 1 144
31 124 1 0 0 1 143
33 124 1 1 0 0 143
34 124 1 1 0 0 142
32 124 1 0 0 1 142
33 124 1 0 0 1 141
35 124 1 1 0 0 141
36 124 1 1 0 0 140
34 124 1 0 0 1 140
35 124 1 0 0 1 139
37 124 1 1 0 0 139
38 124 1 1 0 0 138
36 124 1 0 0 1 138
37 124 1 0 0 1 137
39 124 1 1 0 0 137
40 124 1 1 0 0 136
38 124 1 0 0 1 136
39 124 1 0 0 1 135
41 124 1 1 0 0 135
42 124 1 1 0 0 134
40 124 1 0 0 1 134
41 124 1 0 0 1 133
43 124 1 1 0 0 133
44 124 1 1 0 0 132
42 124 1 0 0 1 132
43 124 1 0 0 1 131
45 124 1 1 0 0 131
46 124 1 1 0 0 130
44 124 1 0 0 1 130
45 124 1 0 0 1 129
47 124 1 1 0 0 129
48 124 1 1 0 0 128
46 124 1 0 0 1 128
47 124 1 0 0 1 127
49 124 1 1 0 0 127
50 124 1 1 0 0 126
48 124 1 0 0 1 126
49 124 1 0 0 1 125
51 124 1 1 0 0 125
52 124 1 1 0 0 124
50 124 1 0 0 1 124
51 124 1 0 0 1 123
53 124 1 1 0 0 123
54 124 1 1 0 0 122
52 124 1 0 0 1 122
53 124 1 0 0 1 121
55 124 1 1 0 0 121
56 124 1 1 0 0 120
54 124 1 0 0 1 120
55 124 1 0 0 1 119
57 124 1 1 0 0 119
58 124 1 1 0 0 118
56 124 1 0 0 1 118
57 124 1 0 0 1 117
59 124 1 1 0 0 117
60 124 1 1 0 0 116
58 124 1 0 0 1 116
59 124 1 0 0 1 115
61 124 1 1 0 0 115
62 124 1 1 0 0 114
60 124 1 0 0 1 114
61 124 1 0 0 1 113
63 124 1 1 0 0 113
64 124 1 1 0 0 112
62 124 1 0 0 1 112
63 124 1 0 0 1 111
65 124 1 1 0 0 111
66 124 1 1 0 0 110
64 124 1 0 0 1 110
65 124 1 0 0 1 109
67 124 1 1 0 0 109
68 124 1 1 0 0 108
66 124 1 0 0 1 108
67 124 1 0 0 1 107
69 124 1 1 0 0 107
70 124 1 1 0 0 106
68 124 1 0 0 1 106
69 124 1 0 0 1 105
71 124 1 1 0 0 105
72 124 1 1 0 0 104
70 124 1 0 0 1 104
71 124 1 0 0 1 103
73 124 1 1 0 0 103
74 124 1 1 0 0 102
72 124 1 0 0 1 102
73 124 1 0 0 1 101
75 124 1 1 0 0 101
76 124 1 1 0 0 100
74 124 1 0 0 1 100
75 124 1 0 0 1 99
77 124 1 1 0 0 99
78 124 1 1 0 0 98
76 124 1 0 0 1 98
77 124 1 0 0 1 97
79 124 1 1 0 0 97
80 124 1 1 0 0 96
78 124 1 0 0 1 96
79 124 1 0 0 1 95
81 124 1 1 0 0 95
82 124 1 1 0 0 94
80 124 1 0 0 1 94
81 124 1 0 0 1 93
83 124 1 1 0 0 93
84 124 1 1 0 0 92
82 124 1 0 0 1 92
83 124 1 0 0 1 91
85 124 1 1 0 0 91
86 124 1 1 0 0 90
84 124 1 0 0 1 90
85 124 1 0 0 1 89
87 124 1 1 0 0 89
88 124 1 1 0 0 88
86 124 1 0 0 1 88
87 124 1 0 0 1 87
89 124 1 1 0 0 87
90 124 1 1 0 0 86
88 124 1 0 0 1 86
89 124 1 0 0 1 85
91 124 1 1 0 0 85
92 124 1 1 0 0 84
90 124 1 0 0 1 84
91 124 1 0 0 1 83
93 124 1 1 0 0 83
94 124 1 1 0 0 82
92 124 1 0 0 1 82
93 124 1 0 0 1 81
95 124 1 1 0 0 81
96 124 1 1 0 0 80
94 124 1 0 0 1 80
95 124 1 0 0 1 79
97 124 1 1 0 0 79
98 124 1 1 0 0 78
96 124 1 0 0 1 78
97 124 1 0 0 1 77
99 124 1 1 0 0 77
100 124 1 1 0 0 76
98 124 1 0 0 1 76
99 124 1 0 0 1 75
101 124 1 1 0 0 75
102 124 1 1 0 0 74
100 124 1 0 0 1 74
101 124 1 0 0 1 73
103 124 1 1 0 0 73
104 124 1 1 0 0 72
102 124 1 0 0 1 72
103 124 1 0 0 1 71
105 124 1 1 0 0 71
106 124 1 1 0 0 70
104 124 1 0 0 1 70
105 124 1 0 0 1 69
107 124 1 1 0 0 69
108 124 1 1 0 0 68
106 124 1 0 0 1 68
107 124 1 0 0 1 67
109 124 1 1 0 0 67
110 124 1 1 0 0 66
108 124 1 0 0 1 66
109 124 1 0 0 1 65
111 124 1 1 0 0 65
112 124 1 1 0 0 64
110 124 1 0 0 1 64
111 124 1 0 0 1 63
113 124 1 1 0 0 63
114 124 1 1 0 0 62
112 124 1 0 0 1 62
113 124 1 0 0 1 61
115 124 1 1 0 0 61
116 124 1 1 0 0 60
114 124 1 0 0 1 60
115 124 1 0 0 1 59
117 124 1 1 0 0 59
118 124 1 1 0 0 58
116 124 1 0 0 1 58
117 124 1 0 0 1 57
119 124 1 1 0 0 57
120 124 1 1 0 0 56
118 124 1 0 0 1 56
119 124 1 0 0 1 55
121 124 1 1 0 0 55
122 124 1 1 0 0 54
120 124 1 0 0 1 54
121 124 1 0 0 1 53
123 124 1 1 0 0 53
124 124 1 1 0 0 52
122 124 1 0 0 1 52
123 124 1 0 0 1 51
125 124 1 1 0 0 51
126 124 1 1 0 0 50
124 124 1 0 0 1 50
124 123 1 0 0 1 51
126 123 1 1 0 0 51
126 122 1 1 0 0 52
124 122 1 0 0 1 52
124 121 1 0 0 1 53
126 121 1 1 0 0 53
126 120 1 1 0 0 54
124 120 1 0 0 1 54
124 119 1 0 0 1 55
126 119 1 1 0 0 55
126 118 1 1 0 0 56
124 118 1 0 0 1 56
124 117 1 0 0 1 57
126 117 1 1 0 0 57
126 116 1 1 0 0 58
124 116 1 0 0 1 58
