7 179404
Pa Pb Da Db BDa BDb ES
124 115 1 0 0 1 59
126 115 1 1 0 0 59
126 114 1 1 0 0 60
124 114 1 0 0 1 60
124 113 1 0 0 1 61
126 113 1 1 0 0 61
126 112 1 1 0 0 62
124 112 1 0 0 1 62
124 111 1 0 0 1 63
126 111 1 1 0 0 63
126 110 1 1 0 0 64
124 110 1 0 0 1 64
124 109 1 0 0 1 65
126 109 1 1 0 0 65
126 108 1 1 0 0 66
124 108 1 0 0 1 66
124 107 1 0 0 1 67
126 107 1 1 0 0 67
126 106 1 1 0 0 68
124 106 1 0 0 1 68
124 105 1 0 0 1 69
126 105 1 1 0 0 69
126 104 1 1 0 0 70
124 104 1 0 0 1 70
124 103 1 0 0 1 71
126 103 1 1 0 0 71
126 102 1 1 0 0 72
124 102 1 0 0 1 72
124 101 1 0 0 1 73
126 101 1 1 0 0 73
126 100 1 1 0 0 74
124 100 1 0 0 1 74
124 99 1 0 0 1 75
126 99 1 1 0 0 75
126 98 1 1 0 0 76
124 98 1 0 0 1 76
124 97 1 0 0 1 77
126 97 1 1 0 0 77
126 96 1 1 0 0 78
124 96 1 0 0 1 78
124 95 1 0 0 1 79
126 95 1 1 0 0 79
126 94 1 1 0 0 80
124 94 1 0 0 1 80
124 93 1 0 0 1 81
126 93 1 1 0 0 81
126 92 1 1 0 0 82
124 92 1 0 0 1 82
124 91 1 0 0 1 83
126 91 1 1 0 0 83
126 90 1 1 0 0 84
124 90 1 0 0 1 84
124 89 1 0 0 1 85
126 89 1 1 0 0 85
126 88 1 1 0 0 86
124 88 1 0 0 1 86
124 87 1 0 0 1 87
126 87 1 1 0 0 87
126 86 1 1 0 0 88
124 86 1 0 0 1 88
124 85 1 0 0 1 89
126 85 1 1 0 0 89
126 84 1 1 0 0 90
124 84 1 0 0 1 90
124 83 1 0 0 1 91
126 83 1 1 0 0 91
126 82 1 1 0 0 92
124 82 1 0 0 1 92
124 81 1 0 0 1 93
126 81 1 1 0 0 93
126 80 1 1 0 0 94
124 80 1 0 0 1 94
124 79 1 0 0 1 95
126 79 1 1 0 0 95
126 78 1 1 0 0 96
124 78 1 0 0 1 96
124 77 1 0 0 1 97
126 77 1 1 0 0 97
126 76 1 1 0 0 98
124 76 1 0 0 1 98
124 75 1 0 0 1 99
126 75 1 1 0 0 99
126 74 1 1 0 0 100
124 74 1 0 0 1 100
124 73 1 0 0 1 101
126 73 1 1 0 0 101
126 72 1 1 0 0 102
124 72 1 0 0 1 102
124 71 1 0 0 1 103
126 71 1 1 0 0 103
126 70 1 1 0 0 104
124 70 1 0 0 1 104
124 69 1 0 0 1 105
126 69 1 1 0 0 105
126 68 1 1 0 0 106
124 68 1 0 0 1 106
124 67 1 0 0 1 107
126 67 1 1 0 0 107
126 66 1 1 0 0 108
124 66 1 0 0 1 108
124 65 1 0 0 1 109
126 65 1 1 0 0 109
126 64 1 1 0 0 110
124 64 1 0 0 1 110
124 63 1 0 0 1 111
126 63 1 1 0 0 111
126 62 1 1 0 0 112
124 62 1 0 0 1 112
124 61 1 0 0 1 113
126 61 1 1 0 0 113
126 60 1 1 0 0 114
124 60 1 0 0 1 114
124 59 1 0 0 1 115
126 59 1 1 0 0 115
126 58 1 1 0 0 116
124 58 1 0 0 1 116
124 57 1 0 0 1 117
126 57 1 1 0 0 117
126 56 1 1 0 0 118
124 56 1 0 0 1 118
124 55 1 0 0 1 119
126 55 1 1 0 0 119
126 54 1 1 0 0 120
124 54 1 0 0 1 120
124 53 1 0 0 1 121
126 53 1 1 0 0 121
126 52 1 1 0 0 122
124 52 1 0 0 1 122
124 51 1 0 0 1 123
126 51 1 1 0 0 123
126 50 1 1 0 0 124
124 50 1 0 0 1 124
124 49 1 0 0 1 125
126 49 1 1 0 0 125
126 48 1 1 0 0 126
124 48 1 0 0 1 126
124 47 1 0 0 1 127
126 47 1 1 0 0 127
126 46 1 1 0 0 128
124 46 1 0 0 1 128
124 45 1 0 0 1 129
126 45 1 1 0 0 129
126 44 1 1 0 0 130
124 44 1 0 0 1 130
124 43 1 0 0 1 131
126 43 1 1 0 0 131
126 42 1 1 0 0 132
124 42 1 0 0 1 132
124 41 1 0 0 1 133
126 41 1 1 0 0 133
126 40 1 1 0 0 134
124 40 1 0 0 1 134
124 39 1 0 0 1 135
126 39 1 1 0 0 135
126 38 1 1 0 0 136
124 38 1 0 0 1 136
124 37 1 0 0 1 137
126 37 1 1 0 0 137
126 36 1 1 0 0 138
124 36 1 0 0 1 138
124 35 1 0 0 1 139
126 35 1 1 0 0 139
126 34 1 1 0 0 140
124 34 1 0 0 1 140
124 33 1 0 0 1 141
126 33 1 1 0 0 141
126 32 1 1 0 0 142
124 32 1 0 0 1 142
124 31 1 0 0 1 143
126 31 1 1 0 0 143
126 30 1 1 0 0 144
124 30 1 0 0 1 144
124 29 1 0 0 1 145
126 29 1 1 0 0 145
126 28 1 1 0 0 146
124 28 1 0 0 1 146
124 27 1 0 0 1 147
126 27 1 1 0 0 147
126 26 1 1 0 0 148
124 26 1 0 0 1 148
124 25 1 0 0 1 149
126 25 1 1 0 0 149
126 24 1 1 0 0 150
124 24 1 0 0 1 150
124 23 1 0 0 1 151
126 23 1 1 0 0 151
126 22 1 1 0 0 152
124 22 1 0 0 1 152
124 21 1 0 0 1 153
126 21 1 1 0 0 153
126 20 1 1 0 0 154
124 20 1 0 0 1 154
124 19 1 0 0 1 155
126 19 1 1 0 0 155
126 18 1 1 0 0 156
124 18 1 0 0 1 156
124 17 1 0 0 1 157
126 17 1 1 0 0 157
126 16 1 1 0 0 158
124 16 1 0 0 1 158
124 15 1 0 0 1 159
126 15 1 1 0 0 159
126 14 1 1 0 0 160
124 14 1 0 0 1 160
124 13 1 0 0 1 161
126 13 1 1 0 0 161
126 12 1 1 0 0 162
124 12 1 0 0 1 162
124 11 1 0 0 1 163
126 11 1 1 0 0 163
126 10 1 1 0 0 164
124 10 1 0 0 1 164
124 9 1 0 0 1 165
126 9 1 1 0 0 165
126 8 1 1 0 0 166
124 8 1 0 0 1 166
124 7 1 0 0 1 167
126 7 1 1 0 0 167
126 6 1 1 0 0 168
124 6 1 0 0 1 168
124 5 1 0 0 1 169
126 5 1 1 0 0 169
126 4 1 1 0 0 170
124 4 1 0 0 1 170
124 3 1 0 0 1 171
126 3 1 1 0 0 171
126 2 1 1 0 0 172
124 2 1 0 0 1 172
124 0 0 0 1 1 172
126 0 0 1 1 0 172
126 1 0 1 1 0 171
124 1 0 0 1 1 171
126 2 0 1 1 0 170
124 2 0 0 1 1 170
126 3 0 1 1 0 169
124 3 0 0 1 1 169
126 4 0 1 1 0 168
124 4 0 0 1 1 168
126 5 0 1 1 0 167
124 5 0 0 1 1 167
126 6 0 1 1 0 166
124 6 0 0 1 1 166
126 7 0 1 1 0 165
124 7 0 0 1 1 165
126 8 0 1 1 0 164
124 8 0 0 1 1 164
126 9 0 1 1 0 163
124 9 0 0 1 1 163
126 10 0 1 1 0 162
124 10 0 0 1 1 162
126 11 0 1 1 0 161
124 11 0 0 1 1 161
126 12 0 1 1 0 160
124 12 0 0 1 1 160
126 13 0 1 1 0 159
124 13 0 0 1 1 159
126 14 0 1 1 0 158
124 14 0 0 1 1 158
126 15 0 1 1 0 157
124 15 0 0 1 1 157
126 16 0 1 1 0 156
124 16 0 0 1 1 156
126 17 0 1 1 0 155
124 17 0 0 1 1 155
126 18 0 1 1 0 154
124 18 0 0 1 1 154
126 19 0 1 1 0 153
124 19 0 0 1 1 153
126 20 0 1 1 0 152
124 20 0 0 1 1 152
126 21 0 1 1 0 151
124 21 0 0 1 1 151
126 22 0 1 1 0 150
124 22 0 0 1 1 150
126 23 0 1 1 0 149
124 23 0 0 1 1 149
126 24 0 1 1 0 148
124 24 0 0 1 1 148
126 25 0 1 1 0 147
124 25 0 0 1 1 147
126 26 0 1 1 0 146
124 26 0 0 1 1 146
126 27 0 1 1 0 145
124 27 0 0 1 1 145
126 28 0 1 1 0 144
124 28 0 0 1 1 144
126 29 0 1 1 0 143
124 29 0 0 1 1 143
126 30 0 1 1 0 142
124 30 0 0 1 1 142
126 31 0 1 1 0 141
124 31 0 0 1 1 141
126 32 0 1 1 0 140
124 32 0 0 1 1 140
126 33 0 1 1 0 139
124 33 0 0 1 1 139
126 34 0 1 1 0 138
124 34 0 0 1 1 138
126 35 0 1 1 0 137
124 35 0 0 1 1 137
126 36 0 1 1 0 136
124 36 0 0 1 1 136
126 37 0 1 1 0 135
124 37 0 0 1 1 135
126 38 0 1 1 0 134
124 38 0 0 1 1 134
126 39 0 1 1 0 133
124 39 0 0 1 1 133
126 40 0 1 1 0 132
124 40 0 0 1 1 132
126 41 0 1 1 0 131
124 41 0 0 1 1 131
126 42 0 1 1 0 130
124 42 0 0 1 1 130
126 43 0 1 1 0 129
124 43 0 0 1 1 129
126 44 0 1 1 0 128
124 44 0 0 1 1 128
126 45 0 1 1 0 127
124 45 0 0 1 1 127
126 46 0 1 1 0 126
124 46 0 0 1 1 126
126 47 0 1 1 0 125
124 47 0 0 1 1 125
126 48 0 1 1 0 124
124 48 0 0 1 1 124
126 49 0 1 1 0 123
124 49 0 0 1 1 123
126 50 0 1 1 0 122
124 50 0 0 1 1 122
126 51 0 1 1 0 121
124 51 0 0 1 1 121
126 52 0 1 1 0 120
124 52 0 0 1 1 120
126 53 0 1 1 0 119
124 53 0 0 1 1 119
126 54 0 1 1 0 118
124 54 0 0 1 1 118
126 55 0 1 1 0 117
124 55 0 0 1 1 117
126 56 0 1 1 0 116
124 56 0 0 1 1 116
126 57 0 1 1 0 115
124 57 0 0 1 1 115
126 58 0 1 1 0 114
124 58 0 0 1 1 114
126 59 0 1 1 0 113
124 59 0 0 1 1 113
126 60 0 1 1 0 112
124 60 0 0 1 1 112
126 61 0 1 1 0 111
124 61 0 0 1 1 111
126 62 0 1 1 0 110
124 62 0 0 1 1 110
126 63 0 1 1 0 109
124 63 0 0 1 1 109
126 64 0 1 1 0 108
124 64 0 0 1 1 108
126 65 0 1 1 0 107
124 65 0 0 1 1 107
126 66 0 1 1 0 106
124 66 0 0 1 1 106
126 67 0 1 1 0 105
124 67 0 0 1 1 105
126 68 0 1 1 0 104
124 68 0 0 1 1 104
126 69 0 1 1 0 103
124 69 0 0 1 1 103
126 70 0 1 1 0 102
124 70 0 0 1 1 102
126 71 0 1 1 0 101
124 71 0 0 1 1 101
126 72 0 1 1 0 100
124 72 0 0 1 1 100
126 73 0 1 1 0 99
124 73 0 0 1 1 99
126 74 0 1 1 0 98
124 74 0 0 1 1 98
126 75 0 1 1 0 97
124 75 0 0 1 1 97
126 76 0 1 1 0 96
124 76 0 0 1 1 96
126 77 0 1 1 0 95
124 77 0 0 1 1 95
126 78 0 1 1 0 94
124 78 0 0 1 1 94
126 79 0 1 1 0 93
124 79 0 0 1 1 93
126 80 0 1 1 0 92
124 80 0 0 1 1 92
126 81 0 1 1 0 91
124 81 0 0 1 1 91
126 82 0 1 1 0 90
124 82 0 0 1 1 90
126 83 0 1 1 0 89
124 83 0 0 1 1 89
126 84 0 1 1 0 88
124 84 0 0 1 1 88
126 85 0 1 1 0 87
124 85 0 0 1 1 87
126 86 0 1 1 0 86
124 86 0 0 1 1 86
126 87 0 1 1 0 85
124 87 0 0 1 1 85
126 88 0 1 1 0 84
124 88 0 0 1 1 84
126 89 0 1 1 0 83
124 89 0 0 1 1 83
126 90 0 1 1 0 82
124 90 0 0 1 1 82
126 91 0 1 1 0 81
124 91 0 0 1 1 81
126 92 0 1 1 0 80
124 92 0 0 1 1 80
126 93 0 1 1 0 79
124 93 0 0 1 1 79
126 94 0 1 1 0 78
124 94 0 0 1 1 78
126 95 0 1 1 0 77
124 95 0 0 1 1 77
126 96 0 1 1 0 76
124 96 0 0 1 1 76
126 97 0 1 1 0 75
124 97 0 0 1 1 75
126 98 0 1 1 0 74
124 98 0 0 1 1 74
126 99 0 1 1 0 73
124 99 0 0 1 1 73
126 100 0 1 1 0 72
124 100 0 0 1 1 72
126 101 0 1 1 0 71
124 101 0 0 1 1 71
126 102 0 1 1 0 70
124 102 0 0 1 1 70
126 103 0 1 1 0 69
124 103 0 0 1 1 69
126 104 0 1 1 0 68
124 104 0 0 1 1 68
126 105 0 1 1 0 67
124 105 0 0 1 1 67
126 106 0 1 1 0 66
124 106 0 0 1 1 66
126 107 0 1 1 0 65
124 107 0 0 1 1 65
126 108 0 1 1 0 64
124 108 0 0 1 1 64
126 109 0 1 1 0 63
124 109 0 0 1 1 63
126 110 0 1 1 0 62
124 110 0 0 1 1 62
126 111 0 1 1 0 61
124 111 0 0 1 1 61
126 112 0 1 1 0 60
124 112 0 0 1 1 60
126 113 0 1 1 0 59
124 113 0 0 1 1 59
126 114 0 1 1 0 58
124 114 0 0 1 1 58
126 115 0 1 1 0 57
124 115 0 0 1 1 57
126 116 0 1 1 0 56
124 116 0 0 1 1 56
126 117 0 1 1 0 55
124 117 0 0 1 1 55
126 118 0 1 1 0 54
124 118 0 0 1 1 54
126 119 0 1 1 0 53
124 119 0 0 1 1 53
126 120 0 1 1 0 52
124 120 0 0 1 1 52
126 121 0 1 1 0 51
124 121 0 0 1 1 51
126 122 0 1 1 0 50
124 122 0 0 1 1 50
126 123 0 1 1 0 49
124 123 0 0 1 1 49
123 123 0 0 1 1 50
125 123 0 1 1 0 50
124 123 0 1 1 0 51
122 123 0 0 1 1 51
121 123 0 0 1 1 52
123 123 0 1 1 0 52
122 123 0 1 1 0 53
120 123 0 0 1 1 53
119 123 0 0 1 1 54
121 123 0 1 1 0 54
120 123 0 1 1 0 55
118 123 0 0 1 1 55
117 123 0 0 1 1 56
119 123 0 1 1 0 56
118 123 0 1 1 0 57
116 123 0 0 1 1 57
115 123 0 0 1 1 58
117 123 0 1 1 0 58
116 123 0 1 1 0 59
114 123 0 0 1 1 59
113 123 0 0 1 1 60
115 123 0 1 1 0 60
114 123 0 1 1 0 61
112 123 0 0 1 1 61
111 123 0 0 1 1 62
113 123 0 1 1 0 62
112 123 0 1 1 0 63
110 123 0 0 1 1 63
109 123 0 0 1 1 64
111 123 0 1 1 0 64
110 123 0 1 1 0 65
108 123 0 0 1 1 65
107 123 0 0 1 1 66
109 123 0 1 1 0 66
108 123 0 1 1 0 67
106 123 0 0 1 1 67
105 123 0 0 1 1 68
107 123 0 1 1 0 68
106 123 0 1 1 0 69
104 123 0 0 1 1 69
103 123 0 0 1 1 70
105 123 0 1 1 0 70
104 123 0 1 1 0 71
102 123 0 0 1 1 71
101 123 0 0 1 1 72
103 123 0 1 1 0 72
102 123 0 1 1 0 73
100 123 0 0 1 1 73
99 123 0 0 1 1 74
101 123 0 1 1 0 74
100 123 0 1 1 0 75
98 123 0 0 1 1 75
97 123 0 0 1 1 76
99 123 0 1 1 0 76
98 123 0 1 1 0 77
96 123 0 0 1 1 77
95 123 0 0 1 1 78
97 123 0 1 1 0 78
96 123 0 1 1 0 79
94 123 0 0 1 1 79
93 123 0 0 1 1 80
95 123 0 1 1 0 80
94 123 0 1 1 0 81
92 123 0 0 1 1 81
91 123 0 0 1 1 82
93 123 0 1 1 0 82
92 123 0 1 1 0 83
90 123 0 0 1 1 83
89 123 0 0 1 1 84
91 123 0 1 1 0 84
90 123 0 1 1 0 85
88 123 0 0 1 1 85
87 123 0 0 1 1 86
89 123 0 1 1 0 86
88 123 0 1 1 0 87
86 123 0 0 1 1 87
85 123 0 0 1 1 88
87 123 0 1 1 0 88
86 123 0 1 1 0 89
84 123 0 0 1 1 89
83 123 0 0 1 1 90
85 123 0 1 1 0 90
84 123 0 1 1 0 91
82 123 0 0 1 1 91
81 123 0 0 1 1 92
83 123 0 1 1 0 92
82 123 0 1 1 0 93
80 123 0 0 1 1 93
79 123 0 0 1 1 94
81 123 0 1 1 0 94
80 123 0 1 1 0 95
78 123 0 0 1 1 95
77 123 0 0 1 1 96
79 123 0 1 1 0 96
78 123 0 1 1 0 97
76 123 0 0 1 1 97
75 123 0 0 1 1 98
77 123 0 1 1 0 98
76 123 0 1 1 0 99
74 123 0 0 1 1 99
73 123 0 0 1 1 100
75 123 0 1 1 0 100
74 123 0 1 1 0 101
72 123 0 0 1 1 101
71 123 0 0 1 1 102
73 123 0 1 1 0 102
72 123 0 1 1 0 103
70 123 0 0 1 1 103
69 123 0 0 1 1 104
71 123 0 1 1 0 104
70 123 0 1 1 0 105
68 123 0 0 1 1 105
67 123 0 0 1 1 106
69 123 0 1 1 0 106
68 123 0 1 1 0 107
66 123 0 0 1 1 107
65 123 0 0 1 1 108
67 123 0 1 1 0 108
66 123 0 1 1 0 109
64 123 0 0 1 1 109
63 123 0 0 1 1 110
65 123 0 1 1 0 110
64 123 0 1 1 0 111
62 123 0 0 1 1 111
61 123 0 0 1 1 112
63 123 0 1 1 0 112
62 123 0 1 1 0 113
60 123 0 0 1 1 113
59 123 0 0 1 1 114
61 123 0 1 1 0 114
60 123 0 1 1 0 115
58 123 0 0 1 1 115
57 123 0 0 1 1 116
59 123 0 1 1 0 116
58 123 0 1 1 0 117
56 123 0 0 1 1 117
55 123 0 0 1 1 118
57 123 0 1 1 0 118
56 123 0 1 1 0 119
54 123 0 0 1 1 119
53 123 0 0 1 1 120
55 123 0 1 1 0 120
54 123 0 1 1 0 121
52 123 0 0 1 1 121
51 123 0 0 1 1 122
53 123 0 1 1 0 122
52 123 0 1 1 0 123
50 123 0 0 1 1 123
49 123 0 0 1 1 124
51 123 0 1 1 0 124
50 123 0 1 1 0 125
48 123 0 0 1 1 125
47 123 0 0 1 1 126
49 123 0 1 1 0 126
48 123 0 1 1 0 127
46 123 0 0 1 1 127
45 123 0 0 1 1 128
47 123 0 1 1 0 128
46 123 0 1 1 0 129
44 123 0 0 1 1 129
43 123 0 0 1 1 130
45 123 0 1 1 0 130
44 123 0 1 1 0 131
42 123 0 0 1 1 131
41 123 0 0 1 1 132
43 123 0 1 1 0 132
42 123 0 1 1 0 133
40 123 0 0 1 1 133
39 123 0 0 1 1 134
41 123 0 1 1 0 134
40 123 0 1 1 0 135
38 123 0 0 1 1 135
37 123 0 0 1 1 136
39 123 0 1 1 0 136
38 123 0 1 1 0 137
36 123 0 0 1 1 137
35 123 0 0 1 1 138
37 123 0 1 1 0 138
36 123 0 1 1 0 139
34 123 0 0 1 1 139
33 123 0 0 1 1 140
35 123 0 1 1 0 140
34 123 0 1 1 0 141
32 123 0 0 1 1 141
31 123 0 0 1 1 142
33 123 0 1 1 0 142
32 123 0 1 1 0 143
30 123 0 0 1 1 143
29 123 0 0 1 1 144
31 123 0 1 1 0 144
30 123 0 1 1 0 145
28 123 0 0 1 1 145
27 123 0 0 1 1 146
29 123 0 1 1 0 146
28 123 0 1 1 0 147
26 123 0 0 1 1 147
25 123 0 0 1 1 148
27 123 0 1 1 0 148
26 123 0 1 1 0 149
24 123 0 0 1 1 149
23 123 0 0 1 1 150
25 123 0 1 1 0 150
24 123 0 1 1 0 151
22 123 0 0 1 1 151
21 123 0 0 1 1 152
23 123 0 1 1 0 152
22 123 0 1 1 0 153
20 123 0 0 1 1 153
19 123 0 0 1 1 154
21 123 0 1 1 0 154
20 123 0 1 1 0 155
18 123 0 0 1 1 155
17 123 0 0 1 1 156
19 123 0 1 1 0 156
18 123 0 1 1 0 157
16 123 0 0 1 1 157
15 123 0 0 1 1 158
17 123 0 1 1 0 158
16 123 0 1 1 0 159
14 123 0 0 1 1 159
13 123 0 0 1 1 160
15 123 0 1 1 0 160
14 123 0 1 1 0 161
12 123 0 0 1 1 161
11 123 0 0 1 1 162
13 123 0 1 1 0 162
12 123 0 1 1 0 163
10 123 0 0 1 1 163
9 123 0 0 1 1 164
11 123 0 1 1 0 164
10 123 0 1 1 0 165
8 123 0 0 1 1 165
7 123 0 0 1 1 166
9 123 0 1 1 0 166
8 123 0 1 1 0 167
6 123 0 0 1 1 167
5 123 0 0 1 1 168
7 123 0 1 1 0 168
6 123 0 1 1 0 169
4 123 0 0 1 1 169
3 123 0 0 1 1 170
5 123 0 1 1 0 170
4 123 0 1 1 0 171
2 123 0 0 1 1 171
2 125 1 0 0 1 171
4 125 1 1 0 0 171
5 125 1 1 0 0 170
3 125 1 0 0 1 170
4 125 1 0 0 1 169
6 125 1 1 0 0 169
7 125 1 1 0 0 168
5 125 1 0 0 1 168
6 125 1 0 0 1 167
8 125 1 1 0 0 167
9 125 1 1 0 0 166
7 125 1 0 0 1 166
8 125 1 0 0 1 165
10 125 1 1 0 0 165
11 125 1 1 0 0 164
9 125 1 0 0 1 164
10 125 1 0 0 1 163
12 125 1 1 0 0 163
13 125 1 1 0 0 162
11 125 1 0 0 1 162
12 125 1 0 0 1 161
14 125 1 1 0 0 161
15 125 1 1 0 0 160
13 125 1 0 0 1 160
14 125 1 0 0 1 159
16 125 1 1 0 0 159
17 125 1 1 0 0 158
15 125 1 0 0 1 158
16 125 1 0 0 1 157
18 125 1 1 0 0 157
19 125 1 1 0 0 156
17 125 1 0 0 1 156
18 125 1 0 0 1 155
20 125 1 1 0 0 155
21 125 1 1 0 0 154
19 125 1 0 0 1 154
20 125 1 0 0 1 153
22 125 1 1 0 0 153
23 125 1 1 0 0 152
21 125 1 0 0 1 152
22 125 1 0 0 1 151
24 125 1 1 0 0 151
25 125 1 1 0 0 150
23 125 1 0 0 1 150
24 125 1 0 0 1 149
26 125 1 1 0 0 149
27 125 1 1 0 0 148
25 125 1 0 0 1 148
26 125 1 0 0 1 147
28 125 1 1 0 0 147
29 125 1 1 0 0 146
27 125 1 0 0 1 146
28 125 1 0 0 1 145
30 125 1 1 0 0 145
31 125 1 1 0 0 144
29 125 1 0 0 1 144
30 125 1 0 0 1 143
32 125 1 1 0 0 143
33 125 1 1 0 0 142
31 125 1 0 0 1 142
32 125 1 0 0 1 141
34 125 1 1 0 0 141
35 125 1 1 0 0 140
33 125 1 0 0 1 140
34 125 1 0 0 1 139
36 125 1 1 0 0 139
37 125 1 1 0 0 138
35 125 1 0 0 1 138
36 125 1 0 0 1 137
38 125 1 1 0 0 137
39 125 1 1 0 0 136
37 125 1 0 0 1 136
38 125 1 0 0 1 135
40 125 1 1 0 0 135
41 125 1 1 0 0 134
39 125 1 0 0 1 134
40 125 1 0 0 1 133
42 125 1 1 0 0 133
43 125 1 1 0 0 132
41 125 1 0 0 1 132
42 125 1 0 0 1 131
44 125 1 1 0 0 131
45 125 1 1 0 0 130
43 125 1 0 0 1 130
44 125 1 0 0 1 129
46 125 1 1 0 0 129
47 125 1 1 0 0 128
45 125 1 0 0 1 128
46 125 1 0 0 1 127
48 125 1 1 0 0 127
49 125 1 1 0 0 126
47 125 1 0 0 1 126
48 125 1 0 0 1 125
50 125 1 1 0 0 125
51 125 1 1 0 0 124
49 125 1 0 0 1 124
50 125 1 0 0 1 123
52 125 1 1 0 0 123
53 125 1 1 0 0 122
51 125 1 0 0 1 122
52 125 1 0 0 1 121
54 125 1 1 0 0 121
55 125 1 1 0 0 120
53 125 1 0 0 1 120
54 125 1 0 0 1 119
56 125 1 1 0 0 119
57 125 1 1 0 0 118
55 125 1 0 0 1 118
56 125 1 0 0 1 117
58 125 1 1 0 0 117
59 125 1 1 0 0 116
57 125 1 0 0 1 116
58 125 1 0 0 1 115
60 125 1 1 0 0 115
61 125 1 1 0 0 114
59 125 1 0 0 1 114
60 125 1 0 0 1 113
62 125 1 1 0 0 113
63 125 1 1 0 0 112
61 125 1 0 0 1 112
62 125 1 0 0 1 111
64 125 1 1 0 0 111
65 125 1 1 0 0 110
63 125 1 0 0 1 110
64 125 1 0 0 1 109
66 125 1 1 0 0 109
67 125 1 1 0 0 108
65 125 1 0 0 1 108
66 125 1 0 0 1 107
68 125 1 1 0 0 107
69 125 1 1 0 0 106
67 125 1 0 0 1 106
68 125 1 0 0 1 105
70 125 1 1 0 0 105
71 125 1 1 0 0 104
69 125 1 0 0 1 104
70 125 1 0 0 1 103
72 125 1 1 0 0 103
73 125 1 1 0 0 102
71 125 1 0 0 1 102
72 125 1 0 0 1 101
74 125 1 1 0 0 101
75 125 1 1 0 0 100
73 125 1 0 0 1 100
74 125 1 0 0 1 99
76 125 1 1 0 0 99
77 125 1 1 0 0 98
75 125 1 0 0 1 98
76 125 1 0 0 1 97
78 125 1 1 0 0 97
79 125 1 1 0 0 96
77 125 1 0 0 1 96
78 125 1 0 0 1 95
80 125 1 1 0 0 95
81 125 1 1 0 0 94
79 125 1 0 0 1 94
80 125 1 0 0 1 93
82 125 1 1 0 0 93
83 125 1 1 0 0 92
81 125 1 0 0 1 92
82 125 1 0 0 1 91
84 125 1 1 0 0 91
85 125 1 1 0 0 90
83 125 1 0 0 1 90
84 125 1 0 0 1 89
86 125 1 1 0 0 89
87 125 1 1 0 0 88
85 125 1 0 0 1 88
86 125 1 0 0 1 87
88 125 1 1 0 0 87
89 125 1 1 0 0 86
87 125 1 0 0 1 86
88 125 1 0 0 1 85
90 125 1 1 0 0 85
91 125 1 1 0 0 84
89 125 1 0 0 1 84
90 125 1 0 0 1 83
92 125 1 1 0 0 83
93 125 1 1 0 0 82
91 125 1 0 0 1 82
92 125 1 0 0 1 81
94 125 1 1 0 0 81
95 125 1 1 0 0 80
93 125 1 0 0 1 80
94 125 1 0 0 1 79
96 125 1 1 0 0 79
97 125 1 1 0 0 78
95 125 1 0 0 1 78
96 125 1 0 0 1 77
98 125 1 1 0 0 77
99 125 1 1 0 0 76
97 125 1 0 0 1 76
98 125 1 0 0 1 75
100 125 1 1 0 0 75
101 125 1 1 0 0 74
99 125 1 0 0 1 74
100 125 1 0 0 1 73
102 125 1 1 0 0 73
103 125 1 1 0 0 72
101 125 1 0 0 1 72
102 125 1 0 0 1 71
104 125 1 1 0 0 71
105 125 1 1 0 0 70
103 125 1 0 0 1 70
104 125 1 0 0 1 69
106 125 1 1 0 0 69
107 125 1 1 0 0 68
105 125 1 0 0 1 68
106 125 1 0 0 1 67
108 125 1 1 0 0 67
109 125 1 1 0 0 66
107 125 1 0 0 1 66
108 125 1 0 0 1 65
110 125 1 1 0 0 65
111 125 1 1 0 0 64
109 125 1 0 0 1 64
110 125 1 0 0 1 63
112 125 1 1 0 0 63
113 125 1 1 0 0 62
111 125 1 0 0 1 62
112 125 1 0 0 1 61
114 125 1 1 0 0 61
115 125 1 1 0 0 60
113 125 1 0 0 1 60
114 125 1 0 0 1 59
116 125 1 1 0 0 59
117 125 1 1 0 0 58
115 125 1 0 0 1 58
116 125 1 0 0 1 57
118 125 1 1 0 0 57
119 125 1 1 0 0 56
117 125 1 0 0 1 56
118 125 1 0 0 1 55
120 125 1 1 0 0 55
121 125 1 1 0 0 54
119 125 1 0 0 1 54
120 125 1 0 0 1 53
122 125 1 1 0 0 53
123 125 1 1 0 0 52
121 125 1 0 0 1 52
122 125 1 0 0 1 51
124 125 1 1 0 0 51
125 125 1 1 0 0 50
123 125 1 0 0 1 50
124 125 1 0 0 1 49
126 125 1 1 0 0 49
127 125 1 1 0 0 48
125 125 1 0 0 1 48
125 124 1 0 0 1 49
127 124 1 1 0 0 49
127 123 1 1 0 0 50
125 123 1 0 0 1 50
125 122 1 0 0 1 51
127 122 1 1 0 0 51
127 121 1 1 0 0 52
125 121 1 0 0 1 52
125 120 1 0 0 1 53
127 120 1 1 0 0 53
127 119 1 1 0 0 54
125 119 1 0 0 1 54
125 118 1 0 0 1 55
127 118 1 1 0 0 55
127 117 1 1 0 0 56
125 117 1 0 0 1 56
125 116 1 0 0 1 57
127 116 1 1 0 0 57
127 115 1 1 0 0 58
125 115 1 0 0 1 58
125 114 1 0 0 1 59
127 114 1 1 0 0 59
127 113 1 1 0 0 60
125 113 1 0 0 1 60
125 112 1 0 0 1 61
127 112 1 1 0 0 61
127 111 1 1 0 0 62
125 111 1 0 0 1 62
125 110 1 0 0 1 63
127 110 1 1 0 0 63
